term	translation
tocelau	ilhas tokelau \ toquelau
tocio	tóquio
toculio	agiota
todirostrum cinereum	relógio o ferreirinho
tofus	tufo \ tufo
tofus calcarius	tufa calcária
toga	toga \ capa \ manto \ toga
togum	togo \ togo
tok pisin	tok pisin
tokelau	tokelau \ toquelau
tokium	tóquio
tolerantia	tolerância \ tolerância
tolerare	agüentar \ suportar \ aturar \ tolerar
toleratus	tolerado
tolero	tolerar
toletum	toledo
tolleno	guindaste \ guindaste
tollere	içar \ levantar
tollo	alçar \ destruir \ levantar \ tirar
tolosa	toulouse \ tolosa
tolypeutes matacus	mataco
tom waits	tom waits
tomistoma schlegelii	gavial-da-malásia
tomscum	tomsk
tomus	carta
tonalitas	tonalidade
tonare	trovejar \ trovoar
tonatia bidens	tonatia bidens
tondeo	barbear \ raspar \ cortar
tonga	tonga
tonicus	tônica \ tônica
tonis	tom
tonitru	trovão
tonitrus	trovão \ tonnerre \ trovão
tonitruum	trovão
tonna	tonelada \ tonelada
tono	trovejar \ trovoar
tonsilla	amígdala \ tonsila \ tônsila
tonsilla palatina	tonsila \ tonsila
tonsillitis	tonsilite
tonsor	barbeiro \ cabeleireiro
tonsorius	tesoureiro
tonstrina	barbearia
tonstrix	cabeleireira
tonsura	tesoura \ tonsura
tonsus	raspado
tonus	nota \ trovão \ tom
topaza pella	beija-flor-brilho-de-fogo
topazium	topázio \ topázio
topazius	topázio
topiarius	jardineiro
topicus	tópico
topographia	topografia \ topografia
topologia	topologia
toponomastica	toponímia
toponymum	topónimo
topotecanum	topotecano
torasemidum	torasemida
torcular	prensa de vinho \ prensa de vinho
toriiama acira	akira toriyama
tormenta	artilharia
tormenta rochetarum	artilharia de foguetes
tornacum	tournai
tornare	virar \ rodar \ transformar
tornator	torneador
tornus	roda de oleiro
torontum	toronto \ toronto
torpediniformes	torpediniformes
torpedo panthera	torpedo panthera
torpedo torpedo	tremelga
torpens	entorpecido
torquatus tasso	torquato tasso
torqueo	virar \ cacho \ fazer girar
torquere	girar \ torturar \ virar
torquis	colar \ cordão
torrefacere	torrar
torrens	torrente
torrere	assar \ frigir \ fritar
torris	tição
torta	bolo
tortilla	tortilla \ tortilla
tortitudo	injustiça
tortuosus	engenhoso
tortura	tortura \ tortura
torus	toro
tostrum	torradeira
tot	tantos \ tão grande número de
tota	tudo
tota enta	tudo
totae res	tudo
totale	total
totalis	total
totalitarizam	totalitarismo
totaliter	absolutamente \ absoluto \ completamente
totemismus	totemismo
totidem	exatamente tantos \ o mesmo número \ outros tantos
totiens	tantas vezes
toties	tantas vezes
totila	totila
totius mundi	global \ mundial
totum	inteiro \ tudo
totum bellum	guerra total
totus	todo \ inteiro \ total
toxicum	veneno \ peçonha \ tóxico
toxostoma rufum	debulhador
traba	navio
trabant	trabant
trabea	trábea
trabica	jangada \ balsa
trabs	viga \ trave
trachea	traqueia \ traqueia
tracheophytes	planta vascular
trachia	traqueia
trachypithecus pileatus	trachypithecus pileatus
tractare	tratar
tractatrix	massageadora \ massagista
tractatus	tratado
tracto	arrastar
tractorium	trator \ trator
tractus	curso \ movimento \ progresso
tractus bellum	cabo de guerra \ cabo de guerra
tractus digestivus	aparelho digestivo
tradere	entregar \ render-se \ trair
traditio	tradição \ tradição
traditiones	tradição
traditor	traidor \ traidora
trado	entregar \ transferir \ conferir \ trair
traducere	traduzir \ trasladar \ verter
traduco	traduzir
traductio	tradução
traductio non commercialis	tradução amadora
traductio non professionalis	tradução amadora
traductor	tradutor \ tradutora
traductoris	tradutor \ tradutora
traductricis	tradutor \ tradutora
traductrix	tradutor \ tradutora
tragelaphus angasii	niala
tragelaphus eurycerus	tragelaphus eurycerus
tragelaphus imberbis	tragelaphus imberbis
tragelaphus spekii	sitatunga
tragemata	sobremesa \ sobremesa
trago	trazer
tragoedia	tragédia \ tragédia
tragonia	estragão
tragus	tragus
trahea	trenó \ trenó
trahere	puxar \ tirar \ arrastar \ desenhar
trahi	arrastar
traho	tirar \ puxar \ sacar \ trazer
traianus	trajano \ trajano
traicere	apunhalar \ apunhalhar \ esfaquear
traicio	esfaquear \ apunhalar
traiectum	utrecht
traiectum ad rhenum	utrecht
traiectum mosae	maastricht \ maastricht
trajectum ad rhenam	utreque
trajectum batavorum	utreque
traloquor	recontar \ relatar
trama	teia
tramen	comboio \ trem
trames	caminho \ senda \ cruzamento \ encruzilhada
trames televisionis	canal de televisão
trampolinum	trampolim \ cama elástica
tranquillus	quieto \ abafado \ calmo
trans	além
transcendentia	transcendência
transcendere	transcender
transcribo	transcrever
transcriptio	transcrição \ transliteração
transcriptio phonetica	transcrição fonética
transduco	transferir
transeat	assim seja
transenna fenestrae	persiana
transeo	cruzar
transfero	transferir \ transladar \ trasladar
transferre	traduzir
transfigere	furar \ brocar \ perfurar
transfigo	transfixar
transfiguro	transfigurar \ transformar
transfodio	apunhalar \ esfaquear \ transpassar
transformatio	transformação
transformatrum	transformador \ transformador
transformo	transformar
transfreto	colocar
transfuga	desertor
transfugio	abandonar \ desertar
transfusio sanguinis	transfusão de sangue
transgener	transgénero
transgredior	transgredir
transhumanismus	transumanismo
transire	atravessar \ passar \ cruzar
transisalania	overijssel
transistrum	transistor \ transístor \ transístor
transistrum unionis bipolaris	transistor de junção bipolar
transitus	passagem \ cruzamento \ passo de montanha \ passo de montanha
translaticius	tradicional
translatio	tradução \ translação
translatio cordis	transplante de coração \ transplante de coração
translatio genetica	tradução \ tradução
translatio machinalis	tradução automática
translatio membri	transplantação de órgãos
translator	tradutor \ intérprete \ tradutora
translitteratio	transliteração \ transcrição \ transliteração
transmissio	transmissão
transmitto	transmitir
transmontana	alemanha
transmoveo	transferir
transmutatio	transmutação
transmuto	transmutar
transnominatio	metonímia
transpareo	transparecer
transphobia	transfobia
transpiratio	transpiração
transpiro	transpirar
transplanto	transplantar
transportatio	transporte
transporto	transportar
transscribo	transcrever
transsexualitas	transexualidade \ transexualidade
transsilvania	transilvânia \ transilvânia
transsubstantiatio	transubstanciação
transtrum	travessa
transubstantiatio	transubstanciação
transversus	transversal
transvestitismus	travestismo \ travestismo
trapezus	trabzon \ trebizonda
traquillus	tranquilo
tras	tras
travertinum	travertino
trebax	ardiloso \ astuto \ ladino
trebonianus gallus	treboniano galo
trecae	troyes
trecentesima	tricentésima \ tricentésimo
trecentesimum	tricentésima \ tricentésimo
trecentesimus	tricentésimo \ tricentésima
trecenti	trezentos \ trezentas
tredecim	treze
trema	trema
tremarctos ornatus	urso-de-óculos
trematoda	trematódeos
tremere	tiritar \ tremer
tremesco	estremecer
tremisco	estremecer
tremo	tremer
tremonia	dortmund \ dortmund
tremor	terremoto \ tremor de terra \ tremor \ sismos
tremorhorror	tremor \ tremura
tres	três
treutino	balançar
tria	três
tria regna coreae	três reinos da coreia
triakis acutipinna	triakis acutipinna
triakis semifasciata	triakis semifasciata
triangularis	triangular
triangulum	triângulo \ triangulum \ triângulo \ triângulo
triangulum australe	triangulum australe
triangulus	triangular \ triângulo
triarius	triário
trias	tríade
trias politica	teoria da separação dos poderes
tribas	lésbica \ sapatão \ tribade
tribu	tribo
tribulus	cardo
tribunal	tribunal \ tribuna \ plataforma \ pódio
tribunus militum a populo	tribunus militum a populo
tribunus militum consulari potestate	tribuno consular
tribunus plebis	tribuno \ tribuno da plebe
tribuo	atribuir \ dividir
tribus	tribo \ clã \ tribo
tributum	imposto \ pagamento \ tributo \ imposto \ tributo
tributum ex reditibus	imposto de renda
tricala	trikala
triceratops	tricerátopo
tricesimus	trigésimo
trichila	caramanchão
trichogaster leerii	trichogaster leeri
trichogaster trichopterus	trichogaster trichopterus
trichoglossus ornatus	trichoglossus ornatus
trichoglossus rubritorquis	lóris-de-colar-rojo
triclinium	sala de jantar
tricolor	tricolor
tricyclus	triciclo
tridens	tridente
tridentinum et tirolis meridionalis	trentino-alto ádige
tridentum	trento
triduum sanctum paschale	tríduo pascal
trifelis	tbilisi
trifolium	trevo \ trifólio
trifolium campestre	trifolium campestre
trifolium medium	trifolium medium
trifolium pratense	trevo vermelho
trifolium resupinatum	trifolium resupinatum
triginta	trinta
triginta quattuor	trinta e quatro
trigintaduo	trinta e dois
trigintaquinque	trinta e cinco
trigintaseptem	trinta e sete
trigintasex	trinta e seis
trigintatres	trinta e três
trigintaunus	trinta e um
trigla	cabra \ cabrinha
triglidae	triglídeos
trigonium	triângulo
trigonometria	trigonometria \ trigonometria
trigonopoma pauciperforatum	rasbora pauciperforata
trigonum	triângulo
trigun	trigun
triicyclettus	triciclo
trilinguis	trilíngue \ trilíngüe
trilobita	trilobita
trilogia	trilogia
trimestris	trimestre \ de três meses \ trimestral
trinculus	trínculo
tringa erythropus	perna-vermelha-escuro
tringa stagnatilis	perna-verde-fino
tringa totanus	perna-vermelha-comum
trini	triplicado
trinitas	trindade \ tríade \ santíssima trindade
trinitas et tabacum	trindade e tobago \ trinidad e tobago
trinitatis	trindade
triodon macropterus	triodon macropterus
tripartitus	triplo
triphelis	tbilisi \ tbilisi \ tbilissi
triphthongus	tritongo
triplex	triplo \ tresdobrado \ triplicado
triplus	tresdobrado \ triplicado \ triplo
tripolis	trípoli \ trípoli
tripolis libysa	trípoli
tripudio	dançar \ bailar \ salto
tripudium	dança \ augúrio favorável \ baile
triregnum	tiara papal
triremis	trirreme \ trirreme
trisceles	triskle \ tríscele
triskaidekaphobia	triscaidecafobia
triste	desagradável
tristis	triste
tristitia	tristeza
tristitudo	pesar
triticum	trigo \ trigo
trito	tritão
triton	tritão \ tritão
tritorium bellicum	mangual
triumphus	triunfo \ vitória
triumviratus	triunvirato \ primeiro triunvirato
trivialis	obsceno \ vulgar \ trivial
trivium	cruzamento \ encruzilhada \ trivium \ trivium
trißtitia	dor \ tristeza
trna	arn transportador
trochaeus	troqueu
trochlea	polia \ polia
troco	trocar
troglodytes troglodytes	carriça
trogon collaris	surucuá-de-coleira
trogon massena	surucuá-de-cauda-escura
trogon melanurus	surucuá-de-cauda-preta
trogoniformes	trogoniformes
troia	tróia \ troia
troianus	troiano
troja	troia
troll	trol
trombonista	trombonista
trombonistus	trombonista
tromocrates	terrorista
tromocratia	terrorismo \ terrorismo
trondemnae	trondheim
tronthemium	trondheim
tropaeolum	tropaeolum
trophaeum	troféu
trophoblastus	trofoblasto
tropicalis	tropical
tropicus	trópico
trua	escumadeira
trucidatio	carnificina \ massacre
trucidator	assassino \ homicida
trucido	carniceiro \ massacre \ matança
tructa	truta \ truta
trudis	cana \ estaca \ haste
trulla	colher de pedreiro \ trolha
trulleum	pia
trumpeta	trombeta \ trompete
trunci	tronco
trunco	arrancar \ decepar \ descontar
truncus	tronco \ toco \ torso \ tronco de árvore
truncus brachiocephalicus	tronco braquiocefálico
truncus cerebri	tronco cerebral
truncus coeliacus arteria coeliaca	artéria celíaca
truncus encephali	tronco cerebral
truncus pulmonalis arteria pulmonalis	artéria pulmonar
truth in numbers: the wikipedia story	truth in numbers: the wikipedia story
trutina	balança
trutino	balançar
trux	feroz
trygon	arraia-prego
tráiganlos	os tragam
tsonga	changana
tsongica	changana
tu	tu \ você \ a senhora
tua	seu
tuae	seu \ tuas
tuba	trombeta \ buzina \ trompa \ tuba
tuba auditiva eustachii	tuba auditiva
tuba spirandi	esnórquel
tuba stentorea	megafone
tuba uterina	tuba uterina
tubae	trombone
tuber	estrepeiro \ pilriteiro \ tubérculo \ trufa \ trufa
tubinga	tübingen
tubus	cano \ tubo \ tubo
tucana	tucana
tudo	idão \ itude
tueor	apoiar \ compensar \ contemplar
tueri	proteger
tueria	tver
tugium	zug \ zugo
tuguriolum	casebre
tugurium	cabana
tugurium aëroplani	hangar
tui	seu \ teu
tulipa	tulipa \ tulipa
tulipomania	mania das tulipas
tullum	toul
tullus hostilius	túlio hostílio
tum	caso \ em seguida \ então
tum daedălus magnum inuetum facit: alas in tergis accommodabat et pennas cerā ligabat.	tum daedălus magnum inuetum facit: alas in tergis accommodabat et pennas cerā ligabat.
tumba	jazigo \ sepultura \ tumba \ túmulo
tumbes	tumbes
tumbes regio	tumbes
tumbus	tumba
tumen	tiumen
tumeo	inchar \ inchar-se \ inflar-se
tumere	inchar \ incharse \ intumescer
tumiditas	inchaço
tumidus	arrogante
tumor	comoção \ excitação \ inchaço \ tumor
tumulamen	túmulo
tumulo	enterrar \ sepultar
tumulosus	colinoso
tumultuatim	as pressas
tumultuosus	tumultuoso
tumultus	agitação, desordem
tumulus	colina \ monte \ túmulo
tuna	tuna
tunc	em seguida \ caso \ então
tundra	tundra \ tundra
tunes	tunes \ tunes
tunesia	tunísia
tunesianus	tunisino
tunica	túnica \ camisa \ casaco \ túnica
tunica conjuctive	conjuntiva \ túnica conjuntiva
tunicula	camiseta \ t-shirt
tunna	barril
tuor	compensar \ pagar \ recompensar
tupaia belangeri	tupaia belangeri
turba	multidão \ acervo \ acúmulo
turbatio	confusão \ distúrbio
turbo	furacão \ tornado \ turbilhão \ tornado
turbor	inquietação \ inquietude
turbulentia	turbulência
turbulentus	turbulento
turcia	turquia \ turquia
turcica	turco
turcmenia	turquemenistão
turcologia	turcologia
turcomannia	turquemenistão \ turquemenistão
turcosa	turquesa \ turquesa
turcundium	tourcoing
turda	turdo
turdidae	turdidae \ turdídeos
turdus	tordo \ turdo \ sabiá \ turdo \ tordo
turdus merula	melro \ melro-preto
turdus philomelos	tordo-comum
turdus pilaris	tordo-zornal
turdus torquatus	melro-de-peito-branco
turegum	zurique
turenum	trani
turfa	turfa
turgalium	trujillo
turgovia	cantão de turgóvia
turibulum	incensário \ turíbulo \ turíbulo
turicum	zurique \ zurique
turista	turista
turma	bando \ equipe \ time
turma mortis	esquadrão da morte
turnix olivii	toirão-de-peito-pardo
turnix sylvaticus	toirão
turones	tours
turonum	tours
turpis	feio \ feia \ hediondo
turpitudo	feiura
turricula	torre de artilharia \ torreta \ torre de artilharia \ torreta
turris	torre \ castelo \ palácio \ torre \ torre
turris antiaëria	torre flak
turris babel	torre de babel
turris eiffelia	torre eiffel
turris lybissonis	porto torres
turris meschitae	minarete
turris pendens pisae	torre de pisa
turris vallis	san martino in badia
tursio	toninha
tursiops	tursiops
tursiops truncatus	golfinho-comum
turtur	rola \ tartaruga
turtur aferer	rola-de-manchas-azuis
tus	incenso \ olíbano \ olíbano
tuscana	toscana
tuscia	toscana \ toscana
tusculum	túsculo ou túscia
tussilago	tussilagem
tussilago farfara	tussilagem
tussio	tossir
tussire	tossir
tussis	tosse \ tosse
tutamentum	preservativo
tute	se \ te
tutela	cuidado \ guarda \ proteção \ salvaguarda
tutemet	se \ te
tutor	tutor \ guardar \ defender \ tutor
tutorial	detonado \ tutorial
tutus	protegido
tuum	seu
tuus	teu \ seu \ sua \ tua
tuvalu	tuvalu
tve	televisión española
tvr	tvr
tycho brahe	tycho brahe
tympana	bateria
tympanista	baterista \ rufista \ tamborileiro \ baterista
tympanum	tímpano \ tambor \ caixa de rufo \ membrana timpânica \ tambor \ membrana timpânica
typhon	tifão
typhon marinus	ciclone tropical \ furacão \ ciclone tropical
typhonas	tufão
typhus	febre tifoide \ febre tifoide \ tifo
typographia	tipografia \ tipografia
typographum	impressora
typologia linguistica	tipologia linguística
typothetica	formatação de texto
typus	fonte tipográfica \ família tipográfica
typus biologicus	tipo nomenclatural
typus generis	espécie-tipo
tyrannia	tirania
tyrannis	tirania \ tirano
tyrannis maioritatis	tirania da maioria
tyrannosaurus	tiranossauro \ tiranossauro
tyrannus	tirano \ déspota \ autocrata \ autócrata
tyrannus savana	tesourinha-do-campo
tyrannus verticalis	suiriri-ocidental
tyropatina	pudim
tyrtaeus	tirteu
tyrus	tiro
tyto alba	coruja-das-torres \ coruja-das-torres
tzadia	chade \ chade
tzar	czar \ tsar \ tsar
tzatzicium	cacık
tzechia	chéquia \ tchéquia
tzechia bohemia	boémia
tzekia	república checa \ chéquia \ chéquia, tchequia \ tchéquia
u	u \ vê
uagadugu	ougadougou
uagadugum	ouagadougou
uagina	xoxota
uber	úbere \ mama \ teta
ubera ducere	mungir \ ordenhar \ tirar leite
ubertas	uberdade
ubi	onde \ aonde \ de onde
ubicumque	onde quer que
ubilibet	em todo lugar
ubinam	onde
ubiquaque	em qualquer lugar que \ em todo lugar \ em todo o lugar que \ onde quer que
ubique	ubíquo \ em toda parte \ em todo lugar
ubiquitus	ubíquo
ubiubi	em qualquer lugar que \ em todo o lugar que \ onde quer que
ubivis	em todo lugar
ubuntu	ubuntu
ucaiali regio	ucayali
uccla	uccle
ucraina	ucrânia \ ucrânia
ucraini	ucranianos
ucus	uso
udo	meia
udus	molhado \ úmido \ bêbado
ue	ue
ufa	ufa
uganda	uganda \ uganda
uiguristania	xinjiang
ukiyo-e	ukiyo-e
ukrainica	ucraniano
ulciscor	vingar
ulcus	úlcera \ chaga \ úlcera
ulcus aphthous	afta
ulcus molle	cancro mole \ cancro mole
ulcus ventriculi	úlcera péptica \ úlcera péptica
uldrychus zwingli	ulrico zuínglio
ulex	tojo
ulixes	odisseu \ odisseu \ ulisses
ulixes s. grant	ulysses s. grant
ullus	algum \ qualquer \ qualquer um
ulma	ulm
ulmaceae	ulmáceas
ulmus	ulmeiro \ olmo \ ulmo \ ulmeiro \ olmo \ ulmo
ulna	cotovelo \ antebraço \ ulna \ ulna
uloa	oulu \ oulu
ulpia noviomagus batavorum	noviomago
ulrica eleonora	ulrica leonor da suécia
ulterior	ulterior
ulterior portus	tréport
ultima	extremidade \ extremo
ultima cena	última ceia \ eucaristia
ultimatum	ultimato
ultimum	extremidade \ extremo \ ponta
ultimus	último \ derradeiro \ extremidade
ultimus antecessor universalis	último ancestral comum
ultio	vingança
ultor	vingador
ultra	mais \ ademais \ além \ além disso
ultrasonitus	ultrassom
ultrix	vingador
ultro	ademais \ além disso \ livremente, voluntariamente, espontaneamente (fig.) \ superfluamente, desnecessariamente, desmedidamente (fig.)
ultroneus	voluntario
ulula	coruja \ estrige \ bufo \ mocho
ululatus	grito
ululo	uivar
ulysses	ulisses \ odisseu
umbella	guarda-chuva \ umbela \ guarda-chuva
umbilicus	umbigo \ umbigo
umbilicus area	abismo \ coração
umbra	sombra \ alma \ aparição \ sombra
umbraclum	guarda chuva
umbraculum	caramanchão \ conopeu \ guarda chuva
umbraculum caeruleum mortis	bsod \ tela azul da morte
umbraticulos	que passa a vida na sombra
umbrella	guarda-chuva \ sombrinha
umbrella descensoria	paraquedas \ pára-quedas \ paraquedas
umbria	úmbria
umbriel	umbriel
umerus	ombro \ úmero \ ombro
umidum	humidade
umidus	molhado \ húmido \ líquido \ úmido
umm kulthum	umm kulthum
ummah	umma
umquam	alguma vez
una	um \ uma \ ao mesmo tempo
unbinilium	unbinílio
unbiunium	unbiúnio
uncaria	gambir
uncia	onça \ leopardo-das-neves \ polegada \ onça
uncia uncia	leopardo-das-neves \ leopardo-das-neves
uncinulus	grampo
unctio infirmorum	unção dos enfermos
uncus	gancho
unda	onda \ vaga \ vagalhão \ água \ onda
unda baptismatis	baptismo
unda radioelectrica	onda de rádio
unde	de onde \ donde \ onde
undecem	onze
undecentum	noventa e nove
undecim	onze
undecimum	undécimo
undecimus	décimo primeiro \ undécimo
undenonaginta	oitenta e nove
undeoctoginta	setenta e nove
undequadraginta	trinta e nove
undetriginta	vinte e nove
undevicesimus	décimo nona \ décimo nono
undeviginti	dezanove \ dezenove
undique	em todo lugar
undo	jorrar \ onda
unetvicesimus	vigésimo primeiro
unguen	gordura \ graxa \ grease \ ungüento \ grease
unguenta	óleo perfumado
unguentarium	lacrimatório \ unguentário
unguentarius	perfumista
unguentum	pomada \ perfume \ bálsamo \ ungüento \ pomada
ungues	prego
unguis	unha \ prego \ unha \ garra
ungula	casco \ pata \ unha
unicellulare	unicelular
unicitas	unicidade
unicornis	unicórnio \ licorne \ unicórnio
unicornuus	unicórnio
unicus	único
uniformis	uniforme
uniformitas	uniformidade
unigenitus	unigênito
unikonta	unikonta
unio	união \ junção \ la unión
unio europaea	união europeia \ união europeia \ união europeia
unio europæa	união européia
unio rerum publicarum socialisticarum sovieticarum	união das repúblicas socialistas soviéticas
unio rerum publicarum sovieticarum socialisticarum	união soviética \ união das repúblicas socialistas soviéticas
unio sovietica	união soviética
unio telonaria	união aduaneira
unisonus	uníssono
unitarius	unitário
unitas	concórdia
unitas astronomica	unidade astronômica \ unidade astronómica
unitus	unido
universale	global \ mundial
universalis	universal \ global \ mundial
universalismus moralis	universalismo moral
universitas	universidade \ escola \ escola secundária \ universidade \ universidade
universitas athenarum	universidade de atenas
universitas brunensis	universidade brown \ universidade de brown
universitas cantabrigiensis	universidade de cambridge
universitas civica pennsilvaniensis	universidade estadual da pensilvânia
universitas columbiae	universidade columbia \ universidade columbia
universitas cornelliana	universidade cornell \ universidade cornell
universitas dominae nostrae	universidade de notre dame
universitas dukiana	universidade duke \ duke university
universitas floridensis	universidade da flórida \ universidade da flórida
universitas fridericiae guilelmiae rhenanae	universidade de bonn
universitas hafniensis	universidade de copenhague
universitas harvardiana	universidade harvard \ universidade harvard
universitas holmiensis	universidade de estocolmo
universitas iagellonica	universidade jaguelônica
universitas internationalis floridensis	florida international university
universitas ioannes wolfgang goethe francofurtensis	universidade de francoforte
universitas kansiensis	universidade do kansas
universitas litterarum et technicarum darmstadiensis	darmstadt university of technology
universitas lundensis	universidade de lund
universitas marylandensis	universidade de maryland
universitas melbourniensis	universidade de melbourne
universitas nationalis autonoma mexici	universidad nacional autónoma de méxico
universitas oxoniensis	universidade de oxford
universitas pennsylvaniensis	universidade da pensilvânia \ universidade da pensilvânia
universitas princetoniensis	universidade de princeton \ universidade princeton
universitas publica	universidade pública
universitas publica moscuensis	universidade de moscou
universitas rutgersensis	rutgers university
universitas stanfordiensis	universidade de stanford
universitas technica	instituto de tecnologia
universitas upsaliensis	universidade de uppsala
universitas varsoviensis	universidade de varsóvia
universitas vindobonensis	universidade de viena
universitas virginia	universidade da virginia
universum	universo
universus	inteiro \ todo \ cheio
univocus	unívoco
unix	unix
unoculus	caolho \ zanolho \ zarolho
unquam	alguma vez \ sempre que \ um dia
unterlunkhofen	unterlunkhofen
unum	um \ uma
unum peccator	um pecador
ununbium	unúnbio \ ununbio \ unúnbio
ununennium	ununénnio
ununhexium	unun-héxio \ ununhexio \ ununhexio
ununoctium	ununóctio \ oganésson \ ununóctio
ununpentium	ununpentio \ ununpêntio \ moscóvio \ unúnpentio \ ununpentio
ununquadium	ununquadio \ ununquádio \ unúnquadio
ununseptium	ununséptio \ tenessínio \ ununséptio
ununtrium	unúntrio \ ununtrio \ ununtrio
unus	um \ uma
unusquisque	cada \ todo
uocauèrat	uocauèrat
uoco	chamar
uplandia	uppland
upsalia	uppsala \ uppsala
upupa	poupa
upupa epops	poupa \ poupa \ poupa
uraemia	uremia
urales	montes urais \ urais
urania	uri \ urânia
uranium	urânio \ urânio
uranus	urano \ urano
uraquaria	uruguai \ uruguai \ uruguaia
urbanitas	falcatrua \ fraude
urbanizatio	urbanização \ urbanização
urbanus	urbano \ sofisticado \ esperto \ urban \ urbano
urbem tormentis verberare	bombardear \ bombear
urbes delendae	cidades que devem ser destruídas \ cidades que vão ser destruídas
urbs	cidade \ município \ urbe \ cidade
urbs aquensis	aachen
urbs carlopolitana	são carlos
urbs dzibutum	djibouti
urbs fluminensis	rio de janeiro \ rio de janeiro
urbs lacus salsi	salt lake city
urbs milies milium incolarum	cidade com mais de 1 milhão de habitantes
urbs novum eboracum	nova iorque
urbs oppidum	cidade \ vila
urbs paulistana	são paulo
urbs promontorii	cidade do cabo
urbs pulchri horizontis	belo horizonte \ belo horizonte
urbs quebeci	quebec
urbs reginae	regina
urbs sancti thomae	são tomé
urbs-civitas	cidade-estado
urceus	bilha \ cântaro \ jarra
urea	ureia \ ureia
urere	queimar
ureter	ureter
urethra	uretra \ uretra
urga	ulan bator
urgens	urgente
urgentia	urgência
urgeo	argumentar
urgere	empurrar
urgueo	argumentar
uria	arau-comum \ arau
uria aalge	airo
urigo	cobice \ luxúria
urina	urina \ urina
urinari	mergulhar
urino	urinar
urinor	mergulhar \ urinar
urna	urna \ bilha \ cântaro \ jarra
uro	queimar
urobatis halleri	urobatis halleri
uroborus	ouroboros
urodela	urodelos
urogymnus asperrimus	urogymnus asperrimus
urpss	urss
ursa	ursa \ urso
ursa maior	ursa major \ ursa major
ursa major	ursa maior
ursa minor	ursa minor \ ursa menor \ ursa minor
ursi catulus	filhote de urso
ursidae	ursídeos \ ursídeos \ ursídeos
ursinus	antipapa ursino
ursulus	filhote de urso \ urso de pelúcia
ursus	urso \ filhote de urso \ ursa \ urso \ urso
ursus arctos	urso pardo \ urso-pardo
ursus arctos horribilis	urso-cinzento
ursus maritimus	urso-polar \ urso polar \ urso-polar
urtica	urtiga \ ortiga \ cobice \ urtiga \ urtica
urtica dioica	urtiga
urticaceae	urticáceas
uruguaia	uruguai
urus	bisonte-europeu \ bisão-europeu \ auroque
urvinum mataurense	urbino
urßus	urso
usare	usar
usbecia	uzbequistão \ usbequistão
ushuaia	ushuaia
usio	costume \ uso
usor	usuário \ utilizador
uspiam	em algum lugar \ em alguma parte
usque ad	até
usque adhuc	até aqui
usque illo	até lá
usque nunc	até agora
usque-quaque	em todo lugar
usquequaque	em todo lugar \ sempre
ustilago maydis	ustilago maydis
ustilare	queimar
ustilat	queima, carboniza
usualis	usual
usucapio	usucapião
usura	juro \ juro
usura immodica	usura
usurpare	usurpar
usurpatio	uso \ usurpação
usurpator	usurpador \ usurpadora
usurpatrix	usurpador \ usurpadora
usurpo	usurpar
usus	uso \ usar \ costume
usus perversus psychologicus	abuso psicológico
usus sum	haver
ususfructus	usufruto
ut	a \ a fim de que \ como
ut plurimum	no máximo
ut retro	como anteriormente
ut soleo	como de costume
ut vales	como você está
uta	utah \ utah
utc	tempo universal coordenado
utcumque	de qualquer forma \ de qualquer maneira
uter	odre
uterque	cada \ ambos
uterum	matriz \ útero
uterus	larva \ útero \ matriz \ ventre \ útero
uti	usar \ despender \ empregar
uti aliquo	conhecer
uti possidetis	uti possidetis
utile dulci	o útil ao agradável
utilis	útil \ prático
utilitarismus	utilitarismo
utilitas	utilidade
utilizare	utilizar
utinam	oxalá
utini provincia	udine
utinum	udine
utior	desculpar-se
utique	de qualquer forma \ certamente \ de todo modo
utopia	utopia \ utopia
utor	usar
utpote	a saber \ desde então \ isto é
utra	além
utriculus	útero \ gaita
utrimque	de uma ou de outra parte \ dos dois lados
utrum	acaso \ se porventura
uva	uva \ bago de uva \ vinha \ uva
uviditas	humidade
uvidus	bêbado \ ébrio \ úmido
uvor	humidade
uxor	esposa \ mulher \ esposo
uxoratus	casado \ casada
uxorem ducer	casar
vabzdys	inseto
vacaiama	wakayama
vacalus	rio vales
vacans	vacante
vacantia	vacância \ vacãncia
vacatio maternitatis	licença parental
vacca	vaca \ bezerra terneira \ bezerro terneiro
vaccina	vacina \ vacina
vaccinia	varíola bovina
vaccinium	airela \ airela \ arando
vaccinium myrtillus	mirtilo \ arando \ mirtilo \ uva-do-monte
vaccinium uliginosum	vaccinium uliginosum
vaccinium vitis-idaea	lingonberry
vaccinum pus	vacina
vacerra	estaca \ mourão \ poste
vacivus	vazio
vaco	vacar
vacuitas	liberdade \ vacuidade
vacuolum	vacúolo \ vacúolo
vacuum	vácuo \ vácuo
vacuus	vazio \ vacante \ vago
vada sabatia	vado ligure
vadamus	vamos \ vai
vadare	chafurdar \ chapinhar \ patejar
vade	vai / vá
vade mecum	vademécum
vade retro	vai-te embora
vadere	ir \ andar \ caminhar
vadit	vai
vado	ir \ andar \ apressar-se
vadum	vau \ banco \ banco de areia \ encalho
vae	ai de mim \ desgraça \ infelicidade \ mágoa
vafer	ardiloso \ astuto \ ladino
vagare	errar \ vadiar \ vagabundear \ vagar
vagari	vagar \ perambular \ errar
vagina	vagina \ bainha \ vagina
vaginula	xoxota
